Herausgeber;Link;Kurzbeschreibung;Region;Letztes Update;Filter
GHSL - Global Human Settlement Layer;https://ghsl.jrc.ec.europa.eu/index.php;Open and free data and tools for assessing the human presence on the planet. The data range goes from global coverage datasets (e.g. the GHSL Data Package 2023) to pan-European built-up layers (the European Settlement Map) to analytical data (e.g.: the Urban Centre Database).;Global;2025-05-12T00:00:00Z;Bevoelkerung
WRI - World Resources Institute;https://datasets.wri.org;"WRI (World Resources Institute) produces and curates hundreds of datasets as part of our commitment to turn information into action. These products are based on our research and are held to traditional academic standards of excellence, including objectivity and rigor. WRI works to improve people’s lives, protect and restore nature, and stabilize the climate. As an independent research organization, we leverage our data, expertise and global reach to influence policy and catalyze change across systems like food, land and water; energy; and cities.";Global;2025-05-12T00:00:00Z;Global
WRI - World Resources Institute;https://datasets.wri.org;"WRI (World Resources Institute) produces and curates hundreds of datasets as part of our commitment to turn information into action. These products are based on our research and are held to traditional academic standards of excellence, including objectivity and rigor. WRI works to improve people’s lives, protect and restore nature, and stabilize the climate. As an independent research organization, we leverage our data, expertise and global reach to influence policy and catalyze change across systems like food, land and water; energy; and cities.";Global;2025-05-12T00:00:00Z;Physisch-Geographisch
WRI - World Resources Institute;https://datasets.wri.org;"WRI (World Resources Institute) produces and curates hundreds of datasets as part of our commitment to turn information into action. These products are based on our research and are held to traditional academic standards of excellence, including objectivity and rigor. WRI works to improve people’s lives, protect and restore nature, and stabilize the climate. As an independent research organization, we leverage our data, expertise and global reach to influence policy and catalyze change across systems like food, land and water; energy; and cities.";Global;2025-05-12T00:00:00Z;Humangeographisch
WRI - World Resources Institute;https://datasets.wri.org;"WRI (World Resources Institute) produces and curates hundreds of datasets as part of our commitment to turn information into action. These products are based on our research and are held to traditional academic standards of excellence, including objectivity and rigor. WRI works to improve people’s lives, protect and restore nature, and stabilize the climate. As an independent research organization, we leverage our data, expertise and global reach to influence policy and catalyze change across systems like food, land and water; energy; and cities.";Global;2025-05-12T00:00:00Z;Klima-Wetter
WRI - World Resources Institute;https://datasets.wri.org;"WRI (World Resources Institute) produces and curates hundreds of datasets as part of our commitment to turn information into action. These products are based on our research and are held to traditional academic standards of excellence, including objectivity and rigor. WRI works to improve people’s lives, protect and restore nature, and stabilize the climate. As an independent research organization, we leverage our data, expertise and global reach to influence policy and catalyze change across systems like food, land and water; energy; and cities.";Global;2025-05-12T00:00:00Z;Umweltdaten
WRI - World Resources Institute;https://datasets.wri.org;"WRI (World Resources Institute) produces and curates hundreds of datasets as part of our commitment to turn information into action. These products are based on our research and are held to traditional academic standards of excellence, including objectivity and rigor. WRI works to improve people’s lives, protect and restore nature, and stabilize the climate. As an independent research organization, we leverage our data, expertise and global reach to influence policy and catalyze change across systems like food, land and water; energy; and cities.";Global;2025-05-12T00:00:00Z;Landbedeckung
WRI - World Resources Institute;https://datasets.wri.org;"WRI (World Resources Institute) produces and curates hundreds of datasets as part of our commitment to turn information into action. These products are based on our research and are held to traditional academic standards of excellence, including objectivity and rigor. WRI works to improve people’s lives, protect and restore nature, and stabilize the climate. As an independent research organization, we leverage our data, expertise and global reach to influence policy and catalyze change across systems like food, land and water; energy; and cities.";Global;2025-05-12T00:00:00Z;Wirtschaft
WRI - World Resources Institute;https://datasets.wri.org;"WRI (World Resources Institute) produces and curates hundreds of datasets as part of our commitment to turn information into action. These products are based on our research and are held to traditional academic standards of excellence, including objectivity and rigor. WRI works to improve people’s lives, protect and restore nature, and stabilize the climate. As an independent research organization, we leverage our data, expertise and global reach to influence policy and catalyze change across systems like food, land and water; energy; and cities.";Global;2025-05-12T00:00:00Z;Staedte
World Bank;https://datacatalog.worldbank.org/search;The Data Catalog is designed to make World Bank's development data easy to find, download, use, and share. It includes data from the World Bank's microdata, finances and energy data platforms, as well as datasets from the open data catalog.;Global;2025-05-12T00:00:00Z;Global
World Bank;https://datacatalog.worldbank.org/search;The Data Catalog is designed to make World Bank's development data easy to find, download, use, and share. It includes data from the World Bank's microdata, finances and energy data platforms, as well as datasets from the open data catalog.;Global;2025-05-12T00:00:00Z;Humangeographisch
World Bank;https://datacatalog.worldbank.org/search;The Data Catalog is designed to make World Bank's development data easy to find, download, use, and share. It includes data from the World Bank's microdata, finances and energy data platforms, as well as datasets from the open data catalog.;Global;2025-05-12T00:00:00Z;Wirtschaft
World Bank;https://datacatalog.worldbank.org/search;The Data Catalog is designed to make World Bank's development data easy to find, download, use, and share. It includes data from the World Bank's microdata, finances and energy data platforms, as well as datasets from the open data catalog.;Global;2025-05-12T00:00:00Z;Staedte
World Bank;https://datacatalog.worldbank.org/search;The Data Catalog is designed to make World Bank's development data easy to find, download, use, and share. It includes data from the World Bank's microdata, finances and energy data platforms, as well as datasets from the open data catalog.;Global;2025-05-12T00:00:00Z;Bevoelkerung
WorldPop;https://www.worldpop.org/;WorldPop develops peer-reviewed research and methods for the construction of open and high-resolution geospatial data on population distributions, demographic and dynamics.;Global;2025-05-12T00:00:00Z;Global
WorldPop;https://www.worldpop.org/;WorldPop develops peer-reviewed research and methods for the construction of open and high-resolution geospatial data on population distributions, demographic and dynamics.;Global;2025-05-12T00:00:00Z;Humangeographisch
WorldPop;https://www.worldpop.org/;WorldPop develops peer-reviewed research and methods for the construction of open and high-resolution geospatial data on population distributions, demographic and dynamics.;Global;2025-05-12T00:00:00Z;Wirtschaft
WorldPop;https://www.worldpop.org/;WorldPop develops peer-reviewed research and methods for the construction of open and high-resolution geospatial data on population distributions, demographic and dynamics.;Global;2025-05-12T00:00:00Z;Staedte
WorldPop;https://www.worldpop.org/;WorldPop develops peer-reviewed research and methods for the construction of open and high-resolution geospatial data on population distributions, demographic and dynamics.;Global;2025-05-12T00:00:00Z;Bevoelkerung
Global Observation and Biodiversity Information Portal;https://globil-panda.opendata.arcgis.com;WWF’s Global Observation and Biodiversity Information Portal. This is the central resource for geospatial data, maps, and apps, supporting global practices and conservation efforts around the world.;Global;2025-05-12T00:00:00Z;Global
Global Observation and Biodiversity Information Portal;https://globil-panda.opendata.arcgis.com;WWF’s Global Observation and Biodiversity Information Portal. This is the central resource for geospatial data, maps, and apps, supporting global practices and conservation efforts around the world.;Global;2025-05-12T00:00:00Z;Physisch-Geographisch
Global Observation and Biodiversity Information Portal;https://globil-panda.opendata.arcgis.com;WWF’s Global Observation and Biodiversity Information Portal. This is the central resource for geospatial data, maps, and apps, supporting global practices and conservation efforts around the world.;Global;2025-05-12T00:00:00Z;Flora-Fauna
Global Observation and Biodiversity Information Portal;https://globil-panda.opendata.arcgis.com;WWF’s Global Observation and Biodiversity Information Portal. This is the central resource for geospatial data, maps, and apps, supporting global practices and conservation efforts around the world.;Global;2025-05-12T00:00:00Z;Umweltdaten
United Nations Environment Program;https://wesr.unep.org/;Data of the UN environment programme with focus on Biodiversity and Nature Loss, Climate Change and Pollution and Waste.;Global;2025-05-12T00:00:00Z;Global
United Nations Environment Program;https://wesr.unep.org/;Data of the UN environment programme with focus on Biodiversity and Nature Loss, Climate Change and Pollution and Waste.;Global;2025-05-12T00:00:00Z;Physisch-Geographisch
United Nations Environment Program;https://wesr.unep.org/;Data of the UN environment programme with focus on Biodiversity and Nature Loss, Climate Change and Pollution and Waste.;Global;2025-05-12T00:00:00Z;Flora-Fauna
United Nations Environment Program;https://wesr.unep.org/;Data of the UN environment programme with focus on Biodiversity and Nature Loss, Climate Change and Pollution and Waste.;Global;2025-05-12T00:00:00Z;Umweltdaten
United Nations Environment Program;https://wesr.unep.org/;Data of the UN environment programme with focus on Biodiversity and Nature Loss, Climate Change and Pollution and Waste.;Global;2025-05-12T00:00:00Z;Klima-Wetter
FAO - Food and Agricultural Organization (United Nations);https://www.fao.org/geospatial/resources/data-portals/en/;FAO Agro-Informatic Data Catalog, Global Agro-Ecological Zoning, Land Cover Land Registry, Information Portals;Global;2025-05-12T00:00:00Z;Global
FAO - Food and Agricultural Organization (United Nations);https://www.fao.org/geospatial/resources/data-portals/en/;FAO Agro-Informatic Data Catalog, Global Agro-Ecological Zoning, Land Cover Land Registry, Information Portals;Global;2025-05-12T00:00:00Z;Physisch-Geographisch
FAO - Food and Agricultural Organization (United Nations);https://www.fao.org/geospatial/resources/data-portals/en/;FAO Agro-Informatic Data Catalog, Global Agro-Ecological Zoning, Land Cover Land Registry, Information Portals;Global;2025-05-12T00:00:00Z;Humangeographisch
FAO - Food and Agricultural Organization (United Nations);https://www.fao.org/geospatial/resources/data-portals/en/;FAO Agro-Informatic Data Catalog, Global Agro-Ecological Zoning, Land Cover Land Registry, Information Portals;Global;2025-05-12T00:00:00Z;Landwirtschaft
FAO - Food and Agricultural Organization (United Nations);https://www.fao.org/geospatial/resources/data-portals/en/;FAO Agro-Informatic Data Catalog, Global Agro-Ecological Zoning, Land Cover Land Registry, Information Portals;Global;2025-05-12T00:00:00Z;Administrativ
FAO - Food and Agricultural Organization (United Nations);https://www.fao.org/geospatial/resources/data-portals/en/;FAO Agro-Informatic Data Catalog, Global Agro-Ecological Zoning, Land Cover Land Registry, Information Portals;Global;2025-05-12T00:00:00Z;Landbedeckung
FAO - Food and Agricultural Organization (United Nations);https://www.fao.org/geospatial/resources/data-portals/en/;FAO Agro-Informatic Data Catalog, Global Agro-Ecological Zoning, Land Cover Land Registry, Information Portals;Global;2025-05-12T00:00:00Z;Fernerkundung
FAO - Food and Agricultural Organization (United Nations);https://www.fao.org/geospatial/resources/data-portals/en/;FAO Agro-Informatic Data Catalog, Global Agro-Ecological Zoning, Land Cover Land Registry, Information Portals;Global;2025-05-12T00:00:00Z;Umweltdaten
FAO - Food and Agricultural Organization (United Nations);https://www.fao.org/geospatial/resources/data-portals/en/;FAO Agro-Informatic Data Catalog, Global Agro-Ecological Zoning, Land Cover Land Registry, Information Portals;Global;2025-05-12T00:00:00Z;Flora-Fauna
FAO - Food and Agricultural Organization;https://data.apps.fao.org/map/catalog/srv/eng/catalog.search#/home;Hand-in-Hand has brought together over 20 FAO units across multiple domains, from Animal Health to Trade and Markets, integrating data from across FAO on Soil, Land, Water, Climate, Fisheries, Livestock, Crops, Forestry, Trade, Social and Economics, etc.;Global;2025-05-12T00:00:00Z;Global
FAO - Food and Agricultural Organization;https://data.apps.fao.org/map/catalog/srv/eng/catalog.search#/home;Hand-in-Hand has brought together over 20 FAO units across multiple domains, from Animal Health to Trade and Markets, integrating data from across FAO on Soil, Land, Water, Climate, Fisheries, Livestock, Crops, Forestry, Trade, Social and Economics, etc.;Global;2025-05-12T00:00:00Z;Physisch-Geographisch
FAO - Food and Agricultural Organization;https://data.apps.fao.org/map/catalog/srv/eng/catalog.search#/home;Hand-in-Hand has brought together over 20 FAO units across multiple domains, from Animal Health to Trade and Markets, integrating data from across FAO on Soil, Land, Water, Climate, Fisheries, Livestock, Crops, Forestry, Trade, Social and Economics, etc.;Global;2025-05-12T00:00:00Z;Humangeographisch
FAO - Food and Agricultural Organization;https://data.apps.fao.org/map/catalog/srv/eng/catalog.search#/home;Hand-in-Hand has brought together over 20 FAO units across multiple domains, from Animal Health to Trade and Markets, integrating data from across FAO on Soil, Land, Water, Climate, Fisheries, Livestock, Crops, Forestry, Trade, Social and Economics, etc.;Global;2025-05-12T00:00:00Z;Landwirtschaft
FAO - Food and Agricultural Organization;https://data.apps.fao.org/map/catalog/srv/eng/catalog.search#/home;Hand-in-Hand has brought together over 20 FAO units across multiple domains, from Animal Health to Trade and Markets, integrating data from across FAO on Soil, Land, Water, Climate, Fisheries, Livestock, Crops, Forestry, Trade, Social and Economics, etc.;Global;2025-05-12T00:00:00Z;Administrativ
FAO - Food and Agricultural Organization;https://data.apps.fao.org/map/catalog/srv/eng/catalog.search#/home;Hand-in-Hand has brought together over 20 FAO units across multiple domains, from Animal Health to Trade and Markets, integrating data from across FAO on Soil, Land, Water, Climate, Fisheries, Livestock, Crops, Forestry, Trade, Social and Economics, etc.;Global;2025-05-12T00:00:00Z;Maritim
FAO - Food and Agricultural Organization;https://data.apps.fao.org/map/catalog/srv/eng/catalog.search#/home;Hand-in-Hand has brought together over 20 FAO units across multiple domains, from Animal Health to Trade and Markets, integrating data from across FAO on Soil, Land, Water, Climate, Fisheries, Livestock, Crops, Forestry, Trade, Social and Economics, etc.;Global;2025-05-12T00:00:00Z;Fernerkundung
FAO - Food and Agricultural Organization;https://data.apps.fao.org/map/catalog/srv/eng/catalog.search#/home;Hand-in-Hand has brought together over 20 FAO units across multiple domains, from Animal Health to Trade and Markets, integrating data from across FAO on Soil, Land, Water, Climate, Fisheries, Livestock, Crops, Forestry, Trade, Social and Economics, etc.;Global;2025-05-12T00:00:00Z;Umweltdaten
FAO - Food and Agricultural Organization;https://data.apps.fao.org/map/catalog/srv/eng/catalog.search#/home;Hand-in-Hand has brought together over 20 FAO units across multiple domains, from Animal Health to Trade and Markets, integrating data from across FAO on Soil, Land, Water, Climate, Fisheries, Livestock, Crops, Forestry, Trade, Social and Economics, etc.;Global;2025-05-12T00:00:00Z;Flora-Fauna
FAOSTAT - Food and Agricultural Organization (United Nations);https://www.fao.org/faostat;FAOSTAT provides free access to food and agriculture data for over 245 countries and territories and covers all FAO regional groupings from 1961 to the most recent year available;Global;2025-05-12T00:00:00Z;Global
FAOSTAT - Food and Agricultural Organization (United Nations);https://www.fao.org/faostat;FAOSTAT provides free access to food and agriculture data for over 245 countries and territories and covers all FAO regional groupings from 1961 to the most recent year available;Global;2025-05-12T00:00:00Z;Physisch-Geographisch
FAOSTAT - Food and Agricultural Organization (United Nations);https://www.fao.org/faostat;FAOSTAT provides free access to food and agriculture data for over 245 countries and territories and covers all FAO regional groupings from 1961 to the most recent year available;Global;2025-05-12T00:00:00Z;Humangeographisch
FAOSTAT - Food and Agricultural Organization (United Nations);https://www.fao.org/faostat;FAOSTAT provides free access to food and agriculture data for over 245 countries and territories and covers all FAO regional groupings from 1961 to the most recent year available;Global;2025-05-12T00:00:00Z;Landwirtschaft
FAOSTAT - Food and Agricultural Organization (United Nations);https://www.fao.org/faostat;FAOSTAT provides free access to food and agriculture data for over 245 countries and territories and covers all FAO regional groupings from 1961 to the most recent year available;Global;2025-05-12T00:00:00Z;Wirtschaft
FAOSTAT - Food and Agricultural Organization (United Nations);https://www.fao.org/faostat;FAOSTAT provides free access to food and agriculture data for over 245 countries and territories and covers all FAO regional groupings from 1961 to the most recent year available;Global;2025-05-12T00:00:00Z;Bevoelkerung
SEDAC - Socioeconomic Data and Applications Center;https://sedac.ciesin.columbia.edu/data/sets/browse;Data provided by NASA’s Socioeconomic Data and Applications Center (SEDAC) enable users to identify critical relationships between humans and the environment.;Global;2025-05-12T00:00:00Z;Global
SEDAC - Socioeconomic Data and Applications Center;https://sedac.ciesin.columbia.edu/data/sets/browse;Data provided by NASA’s Socioeconomic Data and Applications Center (SEDAC) enable users to identify critical relationships between humans and the environment.;Global;2025-05-12T00:00:00Z;Humangeographisch
SEDAC - Socioeconomic Data and Applications Center;https://sedac.ciesin.columbia.edu/data/sets/browse;Data provided by NASA’s Socioeconomic Data and Applications Center (SEDAC) enable users to identify critical relationships between humans and the environment.;Global;2025-05-12T00:00:00Z;Wirtschaft
SEDAC - Socioeconomic Data and Applications Center;https://sedac.ciesin.columbia.edu/data/sets/browse;Data provided by NASA’s Socioeconomic Data and Applications Center (SEDAC) enable users to identify critical relationships between humans and the environment.;Global;2025-05-12T00:00:00Z;Bevoelkerung
SEDAC - Socioeconomic Data and Applications Center;https://sedac.ciesin.columbia.edu/data/sets/browse;Data provided by NASA’s Socioeconomic Data and Applications Center (SEDAC) enable users to identify critical relationships between humans and the environment.;Global;2025-05-12T00:00:00Z;Staedte
Zenodo;https://zenodo.org;Diverse Datensätze aus der Forschung (meist in Abhängigkeit zu einer Publikation);Global;2025-05-12T00:00:00Z;Global
Zenodo;https://zenodo.org;Diverse Datensätze aus der Forschung (meist in Abhängigkeit zu einer Publikation);Global;2025-05-12T00:00:00Z;Physisch-Geographisch
Zenodo;https://zenodo.org;Diverse Datensätze aus der Forschung (meist in Abhängigkeit zu einer Publikation);Global;2025-05-12T00:00:00Z;Humangeographisch
Figshare;https://figshare.com;Diverse Datensätze aus der Forschung (meist in Abhängigkeit zu einer Publikation);Global;2025-05-12T00:00:00Z;Global
Figshare;https://figshare.com;Diverse Datensätze aus der Forschung (meist in Abhängigkeit zu einer Publikation);Global;2025-05-12T00:00:00Z;Physisch-Geographisch
Figshare;https://figshare.com;Diverse Datensätze aus der Forschung (meist in Abhängigkeit zu einer Publikation);Global;2025-05-12T00:00:00Z;Humangeographisch
gisgeogrpahy.com;https://gisgeography.com/best-free-gis-data-sources-raster-vector/;Artikel mit weiteren Datenquellen;Global;2025-05-12T00:00:00Z;Global
gisgeogrpahy.com;https://gisgeography.com/best-free-gis-data-sources-raster-vector/;Artikel mit weiteren Datenquellen;Global;2025-05-12T00:00:00Z;Sonstige
gisgeogrpahy.com;https://gisgeography.com/best-free-gis-data-sources-raster-vector/;Artikel mit weiteren Datenquellen;Global;2025-05-12T00:00:00Z;Artikel
Copernicus Data Space Ecosystem;https://dataspace.copernicus.eu/browser/;Offizielles Protal der ESA zum Download von Sentinel Daten (Nachfolger von Sentinel Open Access Hub) - empfohlen;Global;2025-05-12T00:00:00Z;Global
Copernicus Data Space Ecosystem;https://dataspace.copernicus.eu/browser/;Offizielles Protal der ESA zum Download von Sentinel Daten (Nachfolger von Sentinel Open Access Hub) - empfohlen;Global;2025-05-12T00:00:00Z;Physisch-Geographisch
Copernicus Data Space Ecosystem;https://dataspace.copernicus.eu/browser/;Offizielles Protal der ESA zum Download von Sentinel Daten (Nachfolger von Sentinel Open Access Hub) - empfohlen;Global;2025-05-12T00:00:00Z;Fernerkundung
USGS - United States Geological Survey Earthexplorer;https://earthexplorer.usgs.gov/;Offizielles Portal der USGS/NASA zum Download von u.a. Landsat-Daten - empfohlen;Global;2025-05-12T00:00:00Z;Global
USGS - United States Geological Survey Earthexplorer;https://earthexplorer.usgs.gov/;Offizielles Portal der USGS/NASA zum Download von u.a. Landsat-Daten - empfohlen;Global;2025-05-12T00:00:00Z;Physisch-Geographisch
USGS - United States Geological Survey Earthexplorer;https://earthexplorer.usgs.gov/;Offizielles Portal der USGS/NASA zum Download von u.a. Landsat-Daten - empfohlen;Global;2025-05-12T00:00:00Z;Fernerkundung
Sentinel Hub EO Browser;https://apps.sentinel-hub.com/eo-browser/;Portal zum Download, v.a. aber zur Online Visualisierung von Sentinel-2 Daten vor dem Download (Download selbst empfohlen via Copernicus Data Space Ecosystem);Global;2025-05-12T00:00:00Z;Global
Sentinel Hub EO Browser;https://apps.sentinel-hub.com/eo-browser/;Portal zum Download, v.a. aber zur Online Visualisierung von Sentinel-2 Daten vor dem Download (Download selbst empfohlen via Copernicus Data Space Ecosystem);Global;2025-05-12T00:00:00Z;Physisch-Geographisch
Sentinel Hub EO Browser;https://apps.sentinel-hub.com/eo-browser/;Portal zum Download, v.a. aber zur Online Visualisierung von Sentinel-2 Daten vor dem Download (Download selbst empfohlen via Copernicus Data Space Ecosystem);Global;2025-05-12T00:00:00Z;Fernerkundung
WorldStrat;https://worldstrat.github.io/;Nearly 10,000 km² of free high-resolution and matched low-resolution satellite imagery of unique locations which ensure stratified representation of all types of land-use across the world: from agriculture to ice caps, from forests to multiple urbanization densities.;Global;2025-05-12T00:00:00Z;Global
WorldStrat;https://worldstrat.github.io/;Nearly 10,000 km² of free high-resolution and matched low-resolution satellite imagery of unique locations which ensure stratified representation of all types of land-use across the world: from agriculture to ice caps, from forests to multiple urbanization densities.;Global;2025-05-12T00:00:00Z;Physisch-Geographisch
WorldStrat;https://worldstrat.github.io/;Nearly 10,000 km² of free high-resolution and matched low-resolution satellite imagery of unique locations which ensure stratified representation of all types of land-use across the world: from agriculture to ice caps, from forests to multiple urbanization densities.;Global;2025-05-12T00:00:00Z;Fernerkundung
NASA Earthdata Search;https://search.earthdata.nasa.gov/search;NASA's Earth Observing System Data and Information System (EOSDIS) is a programm for archiving and distributing Earth science data from multiple missions of 12 science discipline-oriented archives to users.;Global;2025-05-12T00:00:00Z;Global
NASA Earthdata Search;https://search.earthdata.nasa.gov/search;NASA's Earth Observing System Data and Information System (EOSDIS) is a programm for archiving and distributing Earth science data from multiple missions of 12 science discipline-oriented archives to users.;Global;2025-05-12T00:00:00Z;Physisch-Geographisch
NASA Earthdata Search;https://search.earthdata.nasa.gov/search;NASA's Earth Observing System Data and Information System (EOSDIS) is a programm for archiving and distributing Earth science data from multiple missions of 12 science discipline-oriented archives to users.;Global;2025-05-12T00:00:00Z;Fernerkundung
NASA Earthdata Search;https://search.earthdata.nasa.gov/search;NASA's Earth Observing System Data and Information System (EOSDIS) is a programm for archiving and distributing Earth science data from multiple missions of 12 science discipline-oriented archives to users.;Global;2025-05-12T00:00:00Z;Umweltdaten
NASA Earthdata Search;https://search.earthdata.nasa.gov/search;NASA's Earth Observing System Data and Information System (EOSDIS) is a programm for archiving and distributing Earth science data from multiple missions of 12 science discipline-oriented archives to users.;Global;2025-05-12T00:00:00Z;Landwirtschaft
NASA Earthdata Search;https://search.earthdata.nasa.gov/search;NASA's Earth Observing System Data and Information System (EOSDIS) is a programm for archiving and distributing Earth science data from multiple missions of 12 science discipline-oriented archives to users.;Global;2025-05-12T00:00:00Z;Klima-Wetter
NASA Earthdata Search;https://search.earthdata.nasa.gov/search;NASA's Earth Observing System Data and Information System (EOSDIS) is a programm for archiving and distributing Earth science data from multiple missions of 12 science discipline-oriented archives to users.;Global;2025-05-12T00:00:00Z;Hydrologie
NASA Earthdata Search;https://search.earthdata.nasa.gov/search;NASA's Earth Observing System Data and Information System (EOSDIS) is a programm for archiving and distributing Earth science data from multiple missions of 12 science discipline-oriented archives to users.;Global;2025-05-12T00:00:00Z;Maritim
MAXAR Open Data Programm;https://www.maxar.com/open-data;Hochaufgelöste Fernerkundungsdaten zu Naturkatastrophen;Global;2025-05-12T00:00:00Z;Global
MAXAR Open Data Programm;https://www.maxar.com/open-data;Hochaufgelöste Fernerkundungsdaten zu Naturkatastrophen;Global;2025-05-12T00:00:00Z;Physisch-Geographisch
MAXAR Open Data Programm;https://www.maxar.com/open-data;Hochaufgelöste Fernerkundungsdaten zu Naturkatastrophen;Global;2025-05-12T00:00:00Z;Fernerkundung
MAXAR Open Data Programm;https://www.maxar.com/open-data;Hochaufgelöste Fernerkundungsdaten zu Naturkatastrophen;Global;2025-05-12T00:00:00Z;Katastrophen
WorldView-2;https://tpm-ds.eo.esa.int/smcat/WorldView-2/;WorldView-2 Daten europäischer Staedte;Global;2025-05-12T00:00:00Z;Global
WorldView-2;https://tpm-ds.eo.esa.int/smcat/WorldView-2/;WorldView-2 Daten europäischer Staedte;Global;2025-05-12T00:00:00Z;Physisch-Geographisch
WorldView-2;https://tpm-ds.eo.esa.int/smcat/WorldView-2/;WorldView-2 Daten europäischer Staedte;Global;2025-05-12T00:00:00Z;Fernerkundung
WorldView;https://tpm-ds.eo.esa.int/smcat/WorldView/;WorldView Daten europäischer Staedte;Global;2025-05-12T00:00:00Z;Global
WorldView;https://tpm-ds.eo.esa.int/smcat/WorldView/;WorldView Daten europäischer Staedte;Global;2025-05-12T00:00:00Z;Physisch-Geographisch
WorldView;https://tpm-ds.eo.esa.int/smcat/WorldView/;WorldView Daten europäischer Staedte;Global;2025-05-12T00:00:00Z;Fernerkundung
gisgeogrpahy.com;https://gisgeography.com/free-satellite-imagery-data-list/;Artikel mit weiteren Datenquellen zu Fernerkundungsdaten;Global;2025-05-12T00:00:00Z;Global
gisgeogrpahy.com;https://gisgeography.com/free-satellite-imagery-data-list/;Artikel mit weiteren Datenquellen zu Fernerkundungsdaten;Global;2025-05-12T00:00:00Z;Sonstige
gisgeogrpahy.com;https://gisgeography.com/free-satellite-imagery-data-list/;Artikel mit weiteren Datenquellen zu Fernerkundungsdaten;Global;2025-05-12T00:00:00Z;Artikel
EOS;https://eos.com/blog/free-satellite-imagery-sources/;Artikel mit weiteren Datenquellen zu Fernerkundungsdaten;Global;2025-05-12T00:00:00Z;Global
EOS;https://eos.com/blog/free-satellite-imagery-sources/;Artikel mit weiteren Datenquellen zu Fernerkundungsdaten;Global;2025-05-12T00:00:00Z;Sonstige
EOS;https://eos.com/blog/free-satellite-imagery-sources/;Artikel mit weiteren Datenquellen zu Fernerkundungsdaten;Global;2025-05-12T00:00:00Z;Artikel
AVIRIS Classic Data Portal;https://aviris.jpl.nasa.gov/dataportal/;Hyperspektral-Daten einer Flugzeugbefliegung von Teilen der USA;USA;2025-05-12T00:00:00Z;USA
AVIRIS Classic Data Portal;https://aviris.jpl.nasa.gov/dataportal/;Hyperspektral-Daten einer Flugzeugbefliegung von Teilen der USA;USA;2025-05-12T00:00:00Z;Physisch-Geographisch
AVIRIS Classic Data Portal;https://aviris.jpl.nasa.gov/dataportal/;Hyperspektral-Daten einer Flugzeugbefliegung von Teilen der USA;USA;2025-05-12T00:00:00Z;Fernerkundung
DLR - Deutsches Zentrum für Luft- und Raumfahrt (EOC);https://geoservice.dlr.de/web/;Verschiedenste Datensätze basierend auf Auswertungen von Fernerkundugsdaten durch das DLR;Global;2025-05-12T00:00:00Z;Global
DLR - Deutsches Zentrum für Luft- und Raumfahrt (EOC);https://geoservice.dlr.de/web/;Verschiedenste Datensätze basierend auf Auswertungen von Fernerkundugsdaten durch das DLR;Global;2025-05-12T00:00:00Z;Physisch-Geographisch
DLR - Deutsches Zentrum für Luft- und Raumfahrt (EOC);https://geoservice.dlr.de/web/;Verschiedenste Datensätze basierend auf Auswertungen von Fernerkundugsdaten durch das DLR;Global;2025-05-12T00:00:00Z;Humangeographisch
DLR - Deutsches Zentrum für Luft- und Raumfahrt (EOC);https://geoservice.dlr.de/web/;Verschiedenste Datensätze basierend auf Auswertungen von Fernerkundugsdaten durch das DLR;Global;2025-05-12T00:00:00Z;Fernerkundung
DLR - Deutsches Zentrum für Luft- und Raumfahrt (EOC);https://geoservice.dlr.de/web/;Verschiedenste Datensätze basierend auf Auswertungen von Fernerkundugsdaten durch das DLR;Global;2025-05-12T00:00:00Z;Umweltdaten
DLR - Deutsches Zentrum für Luft- und Raumfahrt (EOC);https://geoservice.dlr.de/web/;Verschiedenste Datensätze basierend auf Auswertungen von Fernerkundugsdaten durch das DLR;Global;2025-05-12T00:00:00Z;Katastrophen
DLR - Deutsches Zentrum für Luft- und Raumfahrt (EOC);https://geoservice.dlr.de/web/;Verschiedenste Datensätze basierend auf Auswertungen von Fernerkundugsdaten durch das DLR;Global;2025-05-12T00:00:00Z;Klima-Wetter
DLR - Deutsches Zentrum für Luft- und Raumfahrt (EOC);https://geoservice.dlr.de/web/;Verschiedenste Datensätze basierend auf Auswertungen von Fernerkundugsdaten durch das DLR;Global;2025-05-12T00:00:00Z;Flora-Fauna
DLR - Deutsches Zentrum für Luft- und Raumfahrt (EOC);https://geoservice.dlr.de/web/;Verschiedenste Datensätze basierend auf Auswertungen von Fernerkundugsdaten durch das DLR;Global;2025-05-12T00:00:00Z;Hydrologie
EOC - Earth Obersavation Center (DLR - Deutsches Zentrum für Luft- und Raumfahrt);https://geoservice.dlr.de/web/;Verschiedenste Datensätze basierend auf Auswertungen von Fernerkundugsdaten durch das DLR;Global;2025-05-12T00:00:00Z;Global
EOC - Earth Obersavation Center (DLR - Deutsches Zentrum für Luft- und Raumfahrt);https://geoservice.dlr.de/web/;Verschiedenste Datensätze basierend auf Auswertungen von Fernerkundugsdaten durch das DLR;Global;2025-05-12T00:00:00Z;Physisch-Geographisch
EOC - Earth Obersavation Center (DLR - Deutsches Zentrum für Luft- und Raumfahrt);https://geoservice.dlr.de/web/;Verschiedenste Datensätze basierend auf Auswertungen von Fernerkundugsdaten durch das DLR;Global;2025-05-12T00:00:00Z;Humangeographisch
